Nodo,ScientificName,Functional feeding groups,Freshwater,Marine,Terrestrial,Fuente de ocurrencia,AphiaID,TaxonRank,TaxonomicStatus,AcceptedName,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Ref,Status,Observaciones
Corbicula,Corbicula,Filterer,TRUE,FALSE,FALSE,Trovant et al 2022,2286732,GENUS,ACCEPTED,"Corbicula Megerle von Mühlfeld, 1811",Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,,"Megerle von Mühlfeld, 1811",https://www.gbif.org/species/2286732,Exótico,
Gastropoda_aquatic,Chilina patagonica,Scraper/Grazer,TRUE,FALSE,FALSE,Miserendino 2007,7355850,SPECIES,ACCEPTED,"Chilina patagonica G.B.Sowerby II, 1874",Animalia,Mollusca,Gastropoda,,Chilinidae,Chilina,Chilina patagonica,"G.B.Sowerby II, 1874",https://www.gbif.org/species/7355850,Nativo,
Gastropoda_aquatic,Lymnaea diaphana,Scraper/Grazer,TRUE,FALSE,FALSE,Miserendino 2007,10682761,SPECIES,ACCEPTED,"Lymnaea diaphana J.Evans & Shumard, 1856",Animalia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,Lymnaea diaphana,"J.Evans & Shumard, 1856",https://www.gbif.org/species/10682761,Nativo,
Gastropoda_aquatic,Uncancylus concentricus,Scraper/Grazer,TRUE,FALSE,FALSE,Miserendino 2007,7942900,SPECIES,ACCEPTED,"Uncancylus concentricus (d'Orbigny, 1835)",Animalia,Mollusca,Gastropoda,,Planorbidae,Uncancylus,Uncancylus concentricus,"(d'Orbigny, 1835) ",https://www.gbif.org/species/7942900,Nativo,
Planarias,Girardia,Predator,TRUE,FALSE,FALSE,Miserendino 2007,3268624,GENUS,ACCEPTED,"Girardia Ball, 1974",Animalia,Platyhelminthes,,Tricladida,Dugesiidae,Girardia,,"Ball, 1974",https://www.gbif.org/species/3268624,,
Zooplancton,Bdelloidea,,TRUE,FALSE,FALSE,Bazzuri 2023v,1234,ORDER,ACCEPTED,Bdelloidea,Animalia,Rotifera,Eurotatoria,Bdelloidea,,,,,https://www.gbif.org/species/1234,,
Zooplancton,Collotheca,,TRUE,FALSE,FALSE,Bazzuri 2022i,1000703,GENUS,ACCEPTED,"Collotheca Harring, 1913",Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,,"Harring, 1913",https://www.gbif.org/species/1000703,,
Zooplancton,Filina pejleri,,TRUE,FALSE,FALSE,Bazzuri 2022i,1000466,SPECIES,ACCEPTED,"Filinia pejleri Hutchinson, 1964",Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Filinia,Filinia pejleri,"Hutchinson, 1964",https://www.gbif.org/species/1000466,,
Zooplancton,Synchaeta,,TRUE,FALSE,FALSE,Bazzuri 2023v,1003145,GENUS,ACCEPTED,"Synchaeta Ehrenberg, 1832",Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,,"Ehrenberg, 1832",https://www.gbif.org/species/1003145,,
Zooplancton,Vaginicola,,TRUE,FALSE,FALSE,Bazzuri 2022,8074261,GENUS,ACCEPTED,Vaginicola Lamarck,Chromista,Ciliophora,Oligohymenophorea,Peritrichida,Vaginicolidae,Vaginicola,,Lamarck,https://www.gbif.org/species/8074261,,
Zooplancton,Ciliophora,,TRUE,FALSE,FALSE,Bazzuri 2022,7765738,PHYLUM,ACCEPTED,Ciliophora,Chromista,Ciliophora,,,,,,,https://www.gbif.org/species/7765738,,
Algae,Cryptomonas,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,3202413,GENUS,ACCEPTED,"Cryptomonas Ehrenberg, 1831",Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,,"Ehrenberg, 1831",https://www.gbif.org/species/3202413,,
Algae,Rhodomonas minuta,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,5424008,SPECIES,ACCEPTED,Rhodomonas minuta Skuja,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas minuta,Skuja,https://www.gbif.org/species/5424008,,
Algae,Ceratium hirundinella,Producer,TRUE,FALSE,FALSE,Bazzuri 2023v,7598904,SPECIES,ACCEPTED,Ceratium hirundinella (O.F.Müll.) Dujard.,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium hirundinella,(O.F.Müll.) Dujard.,https://www.gbif.org/species/7598904,,
Algae,Peridinium willeii,Producer,TRUE,FALSE,FALSE,Bazzuri 2023v,7725932,SPECIES,ACCEPTED,Peridinium willei Huitf.-Kaas,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,Huitf.-Kaas,https://www.gbif.org/species/7725932,,
Algae,Cocconeis placentula,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,7644374,SPECIES,ACCEPTED,"Cocconeis placentula Ehrenberg, 1838",Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,Cocconeis placentula,"Ehrenberg, 1838",https://www.gbif.org/species/7644374,,
Algae,Aulacoseira granulata,Producer,TRUE,FALSE,FALSE,Sastre et al 1994,3194062,SPECIES,ACCEPTED,"Aulacoseira granulata (Ehrenberg) Simonsen, 1979",Chromista,Ochrophyta,Bacillariophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata,"(Ehrenberg) Simonsen, 1979",https://www.gbif.org/species/3194062,,
Algae,Nitzschia,Producer,TRUE,FALSE,FALSE,Bazzuri 2022,2628185,GENUS,ACCEPTED,"Nitzschia A.H.Hassall, 1845",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,,"A.H.Hassall, 1845",https://www.gbif.org/species/2628185,,
Algae,Cymbella,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,8210310,GENUS,ACCEPTED,"Cymbella C.A.Agardh, 1830",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,,"C.A.Agardh, 1830",https://www.gbif.org/species/8210310,,
Algae,Cymbella affinis,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7598710,SPECIES,ACCEPTED,"Cymbella affinis Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella affinis,"Kützing, 1844",https://www.gbif.org/species/7598710,,
Algae,Cymbella cistula,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8886193,SPECIES,ACCEPTED,"Cymbella cistula Schmidt, 1875",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella cistula,"Schmidt, 1875",https://www.gbif.org/species/8886193,,
Algae,Cymbella cymbiformis,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8391941,SPECIES,ACCEPTED,"Cymbella cymbiformis C.Agardh, 1830",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella cymbiformis,"C.Agardh, 1830",https://www.gbif.org/species/8391941,,
Algae,Cymbella tumida,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,9556824,SPECIES,ACCEPTED,"Cymbella tumida (A.Schmidt) Skabichevskii, 1963",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella tumida,"(A.Schmidt) Skabichevskii, 1963",https://www.gbif.org/species/9556824,,
Algae,Gomphoneis minuta,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8261391,SPECIES,ACCEPTED,"Gomphoneis minuta (Stone) Kociolek & Stoermer, 1988",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphoneis,Gomphoneis minuta,"(Stone) Kociolek & Stoermer, 1988",https://www.gbif.org/species/8261391,,
Algae,Gomphonema acuminatum,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8200154,SPECIES,ACCEPTED,"Gomphonema acuminatum Ehrenberg, 1832",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema acuminatum,"Ehrenberg, 1832",https://www.gbif.org/species/8200154,,
Algae,Gomphonema olivaceum,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7691483,SPECIES,ACCEPTED,"Gomphonema olivaceum (Hornemann) Ehrenberg, 1838",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema olivaceum,"(Hornemann) Ehrenberg, 1838",https://www.gbif.org/species/7691483,,
Algae,Gomphonema pseudotenellum,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8366739,SPECIES,ACCEPTED,"Gomphonema pseudotenellum Lange-Bertalot, 1985",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema pseudotenellum,"Lange-Bertalot, 1985",https://www.gbif.org/species/8366739,,
Algae,Gomphonema truncatum,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8211274,SPECIES,ACCEPTED,"Gomphonema truncatum Ehrenberg, 1832",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema truncatum,"Ehrenberg, 1832",https://www.gbif.org/species/8211274,,
Algae,Reimeria sinuata,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8279614,SPECIES,ACCEPTED,"Reimeria sinuata (Gregory) Kociolek & Stoermer, 1987",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Reimeria,Reimeria sinuata,"(Gregory) Kociolek & Stoermer, 1987",https://www.gbif.org/species/8279614,,
Algae,Rhoicosphenia abbreviata,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8000477,SPECIES,ACCEPTED,"Rhoicosphenia abbreviata (C.Agardh) Lange-Bertalot, 1980",Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,Rhoicosphenia abbreviata,"(C.Agardh) Lange-Bertalot, 1980",https://www.gbif.org/species/8000477,,
Algae,Diatoma tenue,Producer,TRUE,FALSE,FALSE,Bazzuri 2023v,6754479,SPECIES,ACCEPTED,"Diatoma tenue C.Agardh, 1812",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatoma tenue,"C.Agardh, 1812",https://www.gbif.org/species/6754479,,
Algae,Ulnaria ulna,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,5824159,SPECIES,HETEROTYPIC_SYNONYM,"Ulnaria ulna (Nitzsch) P.Compère, 2001",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra ulna,"(Nitzsch) P.Compère, 2001",https://www.gbif.org/species/5824159,,
Algae,Melosira varians,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,3194090,SPECIES,ACCEPTED,"Melosira varians C.Agardh, 1827",Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,Melosira varians,"C.Agardh, 1827",https://www.gbif.org/species/3194090,,
Algae,Frustulia vulgaris,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8383982,SPECIES,ACCEPTED,"Frustulia vulgaris (Thwaites) De Toni, 1891",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia vulgaris,"(Thwaites) De Toni, 1891",https://www.gbif.org/species/8383982,,
Algae,Caloneis amphisbaena,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7379858,SPECIES,ACCEPTED,"Caloneis amphisbaena (Bory de Saint Vincent) Cleve, 1894",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Caloneis,Caloneis amphisbaena,"(Bory de Saint Vincent) Cleve, 1894",https://www.gbif.org/species/7379858,,
Algae,Caloneis westii,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7425323,SPECIES,ACCEPTED,"Caloneis westii (W.Smith) Hendey, 1964",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Caloneis,Caloneis westii,"(W.Smith) Hendey, 1964",https://www.gbif.org/species/7425323,,
Algae,Navicula capitatoradiata,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,5270310,SPECIES,ACCEPTED,Navicula capitatoradiata Germain,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula capitatoradiata,Germain,https://www.gbif.org/species/5270310,,
Algae,Navicula cuspidea,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7713832,SPECIES,ACCEPTED,"Navicula cuspidata Otto Müller, 1899",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula cuspidata,"Otto Müller, 1899",https://www.gbif.org/species/7713832,,
Algae,Navicula gregaria,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,5269292,SPECIES,ACCEPTED,Navicula gregaria Donkin,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula gregaria,Donkin,https://www.gbif.org/species/5269292,,
Algae,Navicula mutica,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7524494,SPECIES,ACCEPTED,"Navicula mutica Grunow, 1860",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula mutica,"Grunow, 1860",https://www.gbif.org/species/7524494,,
Algae,Navicula radiosa,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,5269154,SPECIES,ACCEPTED,Navicula radiosa Kützing,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula radiosa,Kützing,https://www.gbif.org/species/5269154,,
Algae,Navicula tackei,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7909186,SPECIES,ACCEPTED,"Navicula tackei Hustedt, 1942",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula tackei,"Hustedt, 1942",https://www.gbif.org/species/7909186,,
Algae,Navicula tripunctata,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,5269343,SPECIES,ACCEPTED,Navicula tripunctata (O.F.Müller) Bory,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula tripunctata,(O.F.Müller) Bory,https://www.gbif.org/species/5269343,,
Algae,Navicula veneta,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,5269140,SPECIES,ACCEPTED,Navicula veneta Kützing,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula veneta,Kützing,https://www.gbif.org/species/5269140,,
Algae,Pinnularia borealis,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8393691,SPECIES,ACCEPTED,"Pinnularia borealis Ehrenberg, 1843",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia borealis,"Ehrenberg, 1843",https://www.gbif.org/species/8393691,,
Algae,Pinnularia brevicostata,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,8191516,SPECIES,ACCEPTED,"Pinnularia brevicostata Cleve, 1891",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia brevicostata,"Cleve, 1891",https://www.gbif.org/species/8191516,,
Algae,Pinnularia microstauron,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,9298233,SPECIES,ACCEPTED,"Pinnularia microstauron Mayer, 1913",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia microstauron,"Mayer, 1913",https://www.gbif.org/species/9298233,,
Algae,Gyrosigma acuminatum,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7369131,SPECIES,ACCEPTED,"Gyrosigma acuminatum (Kützing) Rabenhorst, 1853",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,Gyrosigma acuminatum,"(Kützing) Rabenhorst, 1853",https://www.gbif.org/species/7369131,,
Algae,Eoithemia sorex,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,8139496,SPECIES,ACCEPTED,"Epithemia sorex Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,Epithemia sorex,"Kützing, 1844",https://www.gbif.org/species/8139496,,
Algae,Epithemia sorex,Producer,TRUE,FALSE,FALSE,Bazzuri 2023v,8139496,SPECIES,ACCEPTED,"Epithemia sorex Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,Epithemia sorex,"Kützing, 1844",https://www.gbif.org/species/8139496,,
Algae,Cyclotella,Producer,TRUE,FALSE,FALSE,Bazzuri 2023v,3193095,GENUS,ACCEPTED,"Cyclotella (F.T.Kützing) A.de Brébisson, 1838",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,,"(F.T.Kützing) A.de Brébisson, 1838",https://www.gbif.org/species/3193095,,
Algae,Cyclotella ocellata,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,10118339,SPECIES,ACCEPTED,"Pantocsekiella ocellata (Pantocsek, 1901) K.T.Kiss & Ács, 2016",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Pantocsekiella,Pantocsekiella ocellata,"(Pantocsek, 1901) K.T.Kiss & Ács, 2016",https://www.gbif.org/species/10118339,,
Algae,Stephanodiscus,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,3193250,GENUS,ACCEPTED,"Stephanodiscus C.G.Ehrenberg, 1845",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,,"C.G.Ehrenberg, 1845",https://www.gbif.org/species/3193250,,
Algae,Cymbella prostata,Producer,TRUE,FALSE,FALSE,Ayestaran & Sastre 1995,7953002,SPECIES,ACCEPTED,"Monema prostratum Berkeley, 1832",Chromista,Ochrophyta,Bacillariophyceae,,,Monema,Monema prostratum,"Berkeley, 1832",https://www.gbif.org/species/7953002,,
Algae,Elakatothric gelatinosa,Producer,TRUE,FALSE,FALSE,Bazzuri 2023i,2641001,SPECIES,ACCEPTED,"Elakatothrix gelatinosa Wille, 1898",Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,Elakatothrix gelatinosa,"Wille, 1898",https://www.gbif.org/species/2641001,,
Algae,Schroederia setigera,Producer,TRUE,FALSE,FALSE,Bazzuri 2023v,5271956,SPECIES,ACCEPTED,Schroederia setigera (Schröder) Lemmerm.,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Schroederia,Schroederia setigera,(Schröder) Lemmerm.,https://www.gbif.org/species/5271956,,
Algae,Kirchneriella aperta,Producer,TRUE,FALSE,FALSE,Bazzuri 2022i,5271653,SPECIES,ACCEPTED,Kirchneriella aperta Teiling,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Kirchneriella,Kirchneriella aperta,Teiling,https://www.gbif.org/species/5271653,,
Algae,Monoraphidium contortum,Producer,TRUE,FALSE,FALSE,Bazzuri 2022,2641582,SPECIES,ACCEPTED,Monoraphidium contortum (Thur.) Komárk.-Legn.,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,Monoraphidium contortum,(Thur.) Komárk.-Legn.,https://www.gbif.org/species/2641582,,
Vegetacion_terrestre,Ephedra ochreata,Producer,FALSE,FALSE,TRUE,Forcone 2009,2653367,SPECIES,ACCEPTED,Ephedra ochreata Miers,Plantae,Tracheophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,Ephedra ochreata,Miers,https://www.gbif.org/species/2653367,,
Vegetacion_acuatica,Lemna parodiana,Producer,TRUE,FALSE,FALSE,Forcone 2009,2867569,SPECIES,ACCEPTED,Lemna gibba L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna gibba,L.,https://www.gbif.org/species/2867569,,
Vegetacion_terrestre,Nothoscordum gracile,Producer,FALSE,FALSE,TRUE,Argentinat,2855519,SPECIES,ACCEPTED,Nothoscordum gracile (Aiton) Stearn,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,Nothoscordum gracile,(Aiton) Stearn,https://www.gbif.org/species/2855519,,
Vegetacion_acuatica,Eleocharis macrostachya,Producer,TRUE,FALSE,FALSE,Forcone 2009,2716792,SPECIES,ACCEPTED,Eleocharis macrostachya Britton,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis macrostachya,Britton,https://www.gbif.org/species/2716792,,
Vegetacion_acuatica,Juncus dombeyanus,Producer,TRUE,FALSE,FALSE,Forcone 2009,2700646,SPECIES,ACCEPTED,Juncus pallescens Lam.,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus pallescens,Lam.,https://www.gbif.org/species/2700646,,
Vegetacion_terrestre,Arundo donax,Producer,FALSE,FALSE,TRUE,Argentinat,2703041,SPECIES,ACCEPTED,Arundo donax L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arundo,Arundo donax,L.,https://www.gbif.org/species/2703041,,
Vegetacion_terrestre,Distichlis spicata,Producer,FALSE,FALSE,TRUE,Argentinat,2704509,SPECIES,ACCEPTED,Distichlis spicata (L.) Greene,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Distichlis,Distichlis spicata,(L.) Greene,https://www.gbif.org/species/2704509,,
Vegetacion_terrestre,Phragmytes australis,Producer,TRUE,FALSE,FALSE,Forcone 2009 / Argentinat,5290149,SPECIES,ACCEPTED,Phragmites australis (Cav.) Trin. ex Steud.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phragmites,Phragmites australis,(Cav.) Trin. ex Steud.,https://www.gbif.org/species/5290149,,
Vegetacion_terrestre,Polypogon monspeliensis,Producer,TRUE,FALSE,FALSE,Forcone 2009,5289917,SPECIES,ACCEPTED,Polypogon monspeliensis (L.) Desf.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Polypogon,Polypogon monspeliensis,(L.) Desf.,https://www.gbif.org/species/5289917,,
Vegetacion_acuatica,Thypha subulata,Producer,TRUE,FALSE,FALSE,Forcone 2009,4160479,GENUS,DOUBTFUL,"Thypha Costa, 1864",Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Thypha,,"Costa, 1864",https://www.gbif.org/species/4160479,,
Vegetacion_terrestre,Cortaderia selloana,Producer,FALSE,FALSE,TRUE,Argentinat,2704523,SPECIES,ACCEPTED,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cortaderia,Cortaderia selloana,(Schult. & Schult.f.) Asch. & Graebn.,https://www.gbif.org/species/2704523,,
Vegetacion_terrestre,Azorella prolifera,Producer,FALSE,FALSE,TRUE,Argentinat,9463119,SPECIES,ACCEPTED,Azorella prolifera (Cav.) G.M.Plunkett & A.N.Nicolas,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Azorella,Azorella prolifera,(Cav.) G.M.Plunkett & A.N.Nicolas,https://www.gbif.org/species/9463119,,
Vegetacion_terrestre,Mulinum spinosum,Producer,FALSE,FALSE,TRUE,Forcone 2009,9463119,SPECIES,ACCEPTED,Azorella prolifera (Cav.) G.M.Plunkett & A.N.Nicolas,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Azorella,Azorella prolifera,(Cav.) G.M.Plunkett & A.N.Nicolas,https://www.gbif.org/species/9463119,,
Vegetacion_terrestre,Foeniculum vulgare,Producer,TRUE,FALSE,FALSE,Forcone 2009,3034922,SPECIES,ACCEPTED,Foeniculum vulgare Mill.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Foeniculum,Foeniculum vulgare,Mill.,https://www.gbif.org/species/3034922,,
Vegetacion_terrestre,Pastinaca sativa,Producer,TRUE,FALSE,FALSE,Forcone 2009,8262702,SPECIES,ACCEPTED,Pastinaca sativa L.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,Pastinaca sativa,L.,https://www.gbif.org/species/8262702,,
Vegetacion_terrestre,Ambrosia tenuifolia,Producer,TRUE,FALSE,FALSE,Forcone 2009,3110580,SPECIES,ACCEPTED,Ambrosia tenuifolia Spreng.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,Ambrosia tenuifolia,Spreng.,https://www.gbif.org/species/3110580,,
Vegetacion_terrestre,Artemisa absinthium,Producer,TRUE,FALSE,FALSE,Forcone 2009,3121319,SPECIES,ACCEPTED,Artemisia absinthium L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia absinthium,L.,https://www.gbif.org/species/3121319,,
Vegetacion_terrestre,Baccharis juncea,Producer,TRUE,FALSE,FALSE,Forcone 2009,3129507,SPECIES,ACCEPTED,Baccharis juncea (Cass.) Desf.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis juncea,(Cass.) Desf.,https://www.gbif.org/species/3129507,,
Vegetacion_terrestre,Baccharis pingraea,Producer,TRUE,FALSE,FALSE,Forcone 2009,8177851,SPECIES,ACCEPTED,Baccharis glutinosa Pers.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis glutinosa,Pers.,,,
Vegetacion_terrestre,Bachharis salicifolia,Producer,TRUE,FALSE,FALSE,Forcone 2009,3129643,SPECIES,ACCEPTED,Baccharis salicifolia (Ruiz & Pav.) Pers.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis salicifolia,(Ruiz & Pav.) Pers.,https://www.gbif.org/species/3129643,,
Vegetacion_terrestre,Chuquiraga avellanedae,Producer,FALSE,FALSE,TRUE,Forcone 2009 / Argentinat,3109532,SPECIES,ACCEPTED,Chuquiraga avellanedae Lorentz,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chuquiraga,Chuquiraga avellanedae,Lorentz,https://www.gbif.org/species/3109532,,
Vegetacion_terrestre,Chuquiraga erinacea,Producer,FALSE,FALSE,TRUE,Forcone 2009,7544794,SPECIES,ACCEPTED,Chuquiraga erinacea D.Don,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chuquiraga,Chuquiraga erinacea,D.Don,https://www.gbif.org/species/7544794,,
Vegetacion_terrestre,Cichorium intybus,Producer,TRUE,FALSE,FALSE,Forcone 2009 / Argentinat,5392252,SPECIES,ACCEPTED,Cichorium intybus L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cichorium,Cichorium intybus,L.,https://www.gbif.org/species/5392252,,
Vegetacion_terrestre,Cyclolepis genistoides,Producer,FALSE,FALSE,TRUE,Forcone 2009,5386353,SPECIES,ACCEPTED,Cyclolepis genistoides Gillies ex D.Don,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cyclolepis,Cyclolepis genistoides,Gillies ex D.Don,https://www.gbif.org/species/5386353,,
Vegetacion_acuatica,Cynara cardunculus,Producer,FALSE,FALSE,FALSE,Argentinat,3112364,SPECIES,ACCEPTED,Cynara cardunculus L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,Cynara cardunculus,L.,https://www.gbif.org/species/3112364,,
